"HSD","Homeland Security Digital Library (HSDL)","Naval Postgraduate School Center for Homeland Defense and Security","4573","Homeland Security Digital Library","90"
"M5G","Hoover's Company Records","ProQuest","0","Results - No Matches","0"
"7T3","Human Genome Abstracts","ProQuest","2733","Human Genome Abstracts","100"
"7T4","Human Population & Natural Resource Management","ProQuest","2811","Human Population & Natural Resource Management","100"
"BRH","Florida Atlantic University Catalog","Florida Union Catalog","0","Results - No Matches","0"
"3FV","Florida Atlantic University Digital Library","Florida Atlantic University","0","Results - No Matches","0"
"BRU","Florida Documents Index","Florida Center for Library Automation (FCLA)","0","Results - No Matches","0"
"BRJ","Florida Environments Online","Florida Union Catalog","0","Results - No Matches","0"
"BRL","Florida Heritage Collection","Florida Union Catalog","0","Results - No Matches","0"
"BRH","Florida Atlantic University Catalog","Florida Union Catalog","0","Results - No Matches","0"
